"CodEqu","CodFam","Descri","CosEqu","CosDia","Deprec","Transp","FecEqu","Dep01","Provee","Man01","Rep01","TipEqu"
"COP262","00","CARGADOR DE RUEDAS JOHN DEERE 644H","226143,7","","0,005247","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP263","00","CARGADOR DE RUEDAS JOHN DEERE 744H","341196,42","","0,004944","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP264","00","CARGADOR DE RUEDAS VOLVO L50D","125568,34","","0,005128","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP265","00","CARGADOR DE RUEDAS VOLVO L70D","142682,87","","0,005532","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP266","00","CARGADOR DE RUEDAS VOLVO L90D","174468,61","","0,005555","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP267","00","CARGADOR DE RUEDAS VOLVO L120D","208244,04","","0,005446","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP268","00","CARGADOR DE RUEDAS VOLVO L150D","302932,86","","0,005012","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP269","00","CARGADOR DE RUEDAS VOLVO L180D","317228,55","","0,005248","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP270","00","CARGADOR DE RUEDAS VOLVO L220D","443137,16","","0,00492","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP271","00","CARGADOR DE RUEDAS VOLVO L330D","726903","","0,004603","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP272","00","CARGADOR DE RUEDAS CASE 521D","119051,97","","0,005234","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP273","00","CARGADOR DE RUEDAS CASE 621C","136793,03","","0,005944","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP274","00","CARGADOR DE RUEDAS CASE 721C","166297,26","","0,008113","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP275","00","CARGADOR DE RUEDAS CASE 821C","196016,23","","0,006175","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP276","00","CARGADOR DE RUEDAS CASE 921C","281931,39","","0,005472","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP277","00","CARGADOR DE RUEDAS DRESSER 510D","118457,36","","0,005434","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP278","00","CARGADOR DE ORUGA CATERPILLAR 939C","118919,84","","0,006837","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP279","00","CARGADOR DE ORUGA CATERPILLAR 953C","226828,58","","0,005581","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP280","00","CARGADOR DE ORUGA CATERPILLAR 963C","319321,76","","0,005022","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP281","00","CARGADOR DE ORUGA CATERPILLAR 973C","433837,16","","0,005349","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP282","00","CARGADOR DE ORUGA JOHN DEERE 455G","108569,38","","0,006313","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP283","00","CARGADOR DE ORUGA JOHN DEERE 555G","138574,65","","0,00621","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP284","00","CARGADOR DE ORUGA JOHN DEERE 655C","219781,47","","0,005775","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP285","00","CARGADOR DE ORUGA JOHN DEERE 755C","284636,85","","0,004958","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP286","00","MOTOTRAILLA CATERPILLAR 631G","858865,43","","0,004904","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP287","00","MOTOTRAILLA CATERPILLAR 651E","980845,26","","0,0057","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP288","00","CARGADOR CATERPILLAR IT28G C/ACCESORIO D","231805,56","","0,004276","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP289","00","RETROEXCAVADORA CATERPILLAR 416D 4 X 2","80380,97","","0,007216","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP290","00","RETROEXCAVADORA CATERPILLAR 416D 4X4","74027,58","","0,007152","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP291","00","RETROEXCAVADORA CATERPILLAR 446B 4X2","111626,06","","0,006468","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP292","00","RETROEXCAVADORA CATERPILLAR 446B 4X4","121536,07","","0,00616","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP293","00","RETROEXCAVADORA CATERPILLAR 420D 4X2","68132,28","","0,008172","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP294","00","RETROEXCAVADORA CATERPILLAR 420D 4X4","76390,57","","0,00758","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP295","00","RETROEXCAVADORA CATERPILLAR 430D 4X2","78042,25","","0,008013","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP296","00","RETROEXCAVADORA CATERPILLAR 430D 4X4","86300,54","","0,007503","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP297","00","RETROEXCAVADORA JOHN DEERE 310G","70944,5","","0,006031","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP298","00","RETROEXCAVADORA JOHN DEERE 310SG","78321,92","","0,006213","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP299","00","RETROEXCAVADORA JOHN DEERE 410G","89603,9","","0,006143","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP300","00","RETROEXCAVADORA JOHN DEERE 710G","167892,77","","0,005124","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP301","00","RETROEXCAVADORA VOLVO BL 70","75840,03","","0,007615","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP302","00","RETROEXCAVADORA CASE 580MT","60814,27","","0,007149","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP303","00","RETROEXCAVADORA CASE 580SM 4X4","75128,7","","0,007237","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP304","00","RETROEXCAVADORA CASE 590SM","71435,6","","0,007811","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP305","00","RETROEXCAVADORA M FERGUSSON MF-86HS","67942,87","","0,006882","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP306","00","MOTONIVELADORA CATERPILLAR 120H","185444,49","","0,004903","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP307","00","MOTONIVELADORA CATERPILLAR 135H","194803,89","","0,004938","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP308","00","MOTONIVELADORA CATERPILLAR 14H","398843,88","","0,004466","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP309","00","MOTONIVELADORA CATERPILLAR 160H","264427,02","","0,004902","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP310","00","MOTONIVELADORA CATERPILLAR 16H","566628,79","","0,00436","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP311","00","MOTONIVELADORA JOHN DEERE 670C II","172726,68","","0,005052","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP312","00","MOTONIVELADORA JOHN DEERE 670CH II","176305,27","","0,005141","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP313","00","MOTONIVELADORA JOHN DEERE 672CH II","200199,32","","0,005014","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP314","00","MOTONIVELADORA JOHN DEERE 770C II","236073,48","","0,004545","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP315","00","MOTONIVELADORA JOHN DEERE 770CH II","250332,86","","0,004816","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP316","00","MOTONIVELADORA JOHN DEERE 772CH II","282099,86","","0,004737","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP317","00","MOTONIVELADORA VOLVO 710A","173883,93","","0,005032","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP318","00","MOTONIVELADORA VOLVO 720A","201420,47","","0,005379","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP319","00","COMPACTADOR CATERPILLAR 816F","389792,79","","0,00572","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP320","00","COMPACTADOR CATERPILLAR 826 G II","589093,63","","0,005399","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP321","00","COMPACTADOR CATERPILLAR 836 G","810416,65","","0,005016","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP322","00","VIBROCOMPACTADOR CATERPILLAR CS-323C","84516,77","","0,006549","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP323","00","VIBROCOMPACTADOR CATERPILLAR CP-323C","94977,29","","0,006279","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP324","00","VIBROCOMPACTADOR CATERPILLAR CS-433C","85952,62","","0,007507","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP325","00","VIBROCOMPACTADOR CATERPILLAR CP-433C","99165,91","","0,007051","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP326","00","VIBROCOMPACTADOR CATERPILLAR CS-533D","98146,28","","0,007332","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP327","00","VIBROCOMPACTADOR CATERPILLAR CP-533D","111910,18","","0,006987","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP328","00","VIBROCOMPACTADOR CATERPILLAR CS-563D","138887,35","","0,005916","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP329","00","VIBROCOMPACTADOR CATERPILLAR CP-563D","164212,87","","0,005559","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP330","00","VIBROCOMPACTADOR BOMAG BW 142","99382,83","","0,005207","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP331","00","VIBROCOMPACTADOR BOMAG BW 127","190312,48","","0,006204","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP332","00","VIBROCOMPACTADOR BOMAG BW 219","230382,96","","0,005626","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP333","00","VIBROCOMPACTADOR INGERSOLLRAND SD 100","174070","","0,005507","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP334","00","VIBROCOMPACTADOR INGERSOLLRAND SD 180","298134,2","","0,005595","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP335","00","VIBROCOMPACTADOR INGERSOLLRAND SP 60","218708,97","","0,006257","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP336","00","VIBROCOMPACTADOR DYNAPAC CA250PD","128244,02","","0,006298","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP337","00","VIBROCOMPACTADOR HAMM 2522","317399,24","","0,005313","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP338","00","VIBROCOMPACTADOR CATERPILLAR CB-224D","50651,02","","0,009389","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP339","00","VIBROCOMPACTADOR CATERPILLAR CB-434D","115616,52","","0,007929","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP340","00","VIBROCOMPACTADOR CATERPILLAR CB-534C","132683,7","","0,008057","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"COP341","00","VIBROCOMPACTADOR CATERPILLAR CB-634C","171222,55","","0,007557","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP342","00","COMPACTADOR DE PAVIMENTOS CATERPILLAR PS","82713,15","","0,010425","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP343","00","COMPACTADOR DE PAVIMENTOS CATERPILLAR PS","95926,46","","0,010165","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP344","00","COMPACTADOR DE PAVIMENTOS CATERPILLAR PS","134852,91","","0,011267","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP345","00","COMPACTADOR DE PAVIMENTOS CATERPILLAR PS","133470,99","","0,01172","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP346","00","CAMION ARTICULADO CATERPILLAR 725","654059,1","","0,004555","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP347","00","CAMION ARTICULADO CATERPILLAR 735","367356,55","","0,007048","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"COP348","00","CAMION ARTICULADO CATERPILLAR 740","507303,19","","0,005684","","4/5/2026 12:00:00 a. m.","1","GRUPO MAGNELEC C.A. (FERRETERIA)","","",""
"EZ0264","00","HERRAMIENTAS MONTAJE MECANICO","33,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0265","00","HERRAMIENTAS P/INSTALACION DE FIBRA ","88,05","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0266","00","HERRAMIENTAS P/INSTALACION AISLAMIENTO","71,59","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0267","00","HERRAMIENTAS P/PINTURA-SISTEMA IGNICION ","104,59","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0268","00","HERRAMIENTAS REFRACTARISTA ","253,28","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0269","00","HERRAMIENTAS VARIAS / CARRETILLA, PALAS,","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0270","00","HERRAMIENTAS VARIAS DE MEDICION","198,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0271","00","HERRAMIENTAS VARIAS INTRUMENTISTA","154,17","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0272","00","HERRAMIENTAS / ESMERIL, EXTENSIONES ELEC","16,49","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0273","00","HERRAMIENTRAS PARA ALBAÑIL","126,63","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0274","00","HIDROLIMPIADOR / HIDROJET ","99,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0275","00","HORNO DE SECADO PROGRAMABLE","2752,78","","0,0111","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0276","00","HORNO REGULADOR","24444,63","","0,028","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0277","00","IMPRESORA DE MARQUILLAS","32,17","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0278","00","INCINERADOR DE DESECHOS","990,99","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0279","00","INDUCTOR DE CALOR","12112,23","","0,00379","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0280","00","ISA CBA1000/ ANALIZADOR DE INTERRUPTORES","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"EZ0281","00","JUEGO LLAVES GOLPE HASTA 2""","27,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV058","00","MOTONIVELADORA CAT 12 H (PATROL) O SIMIL","1273,98","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS BERO 09 C.A.","","",""
"MOV059","00","TRACTOR (BULLDOZER) CAT D4K PALA ANGULAR","545,03","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS BERO 09 C.A.","","",""
"MOV060","00","TRACTOR CAT D11T","1981997,19","","0,002573","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV061","00","TRACTOR CAT D11R","1651664,33","","0,0026","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV062","00","EXCAVADORA PARA MUROS COLADOS TIPO ALMEJ","990,99","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV063","00","CONEXION BARREDORA DE MATERIAL EN MUROS ","52,87","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV064","00","EXCAVADORA VOLVO  EC 290","261686,4","","0,004549","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MOV065","00","RETROEXCAVADORA CASE 590 SN O SIM (2016)","154155,34","","0,003","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV066","00","EXCAVADORA VOLVO  EC 250D","418,42","","1","","4/5/2026 12:00:00 a. m.","1","GRUPO FERGA / MAQUINARIA","","",""
"MOV067","00","EXCAVADORA KOMATSU PC-220","418,42","","1","","4/5/2026 12:00:00 a. m.","1","GRUPO FERGA / MAQUINARIA","","",""
"MOV068","00","EXCAVADORA KOMATSU PC-220 CON MARTILLO","550,58","","1","","4/5/2026 12:00:00 a. m.","1","GRUPO FERGA / MAQUINARIA","","",""
"MOV069","00","CARGADOR DE RUEDAS KOMATSU WA380","440,44","","1","","4/5/2026 12:00:00 a. m.","1","GRUPO FERGA / MAQUINARIA","","",""
"MOV070","00","VIBROCOMPACTADORA 10T VOLVO","330,32","","1","","4/5/2026 12:00:00 a. m.","1","GRUPO FERGA / MAQUINARIA","","",""
"MOV071","00","RETROEXCAVADORA CAT 416E","374,39","","1","","4/5/2026 12:00:00 a. m.","1","GRUPO FERGA / MAQUINARIA","","",""
"MOV072","00","EXCAVADORA KOMATSU PC-200","385,41","","1","","4/5/2026 12:00:00 a. m.","1","GRUPO FERGA / MAQUINARIA","","",""
"MOV073","00","EXCAVADORA VOLVO  EC 220D","385,41","","1","","4/5/2026 12:00:00 a. m.","1","GRUPO FERGA / MAQUINARIA","","",""
"QUI002","00","BOMBA DE DOSIFICACION PRODUCTOS","64,24","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"QUI003","00","TANQUE DE DOSIFICACION PRODUCTOS","13,75","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"QUI004","00","CUPONERAS","18,35","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"QUI005","00","INSTRUMENTACION","183,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"QUI006","00","MONITOR DE DEPOSITOS","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"QUI007","00","MANTENIMIENTO DE EQUIPOS","37,3","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"QUI008","00","TRANSPORTE INTERNO Y EXTERNO ESPECIALIZA","631,46","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"QUI009","00","BANDEJA ANTIDERRAME","220,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG001","00","EXTINTOR DE INCENDIO PARA SEGURIDAD","291,77","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG002","00","JUEGO DE SEÑALES DE PREVENCION Y PELIGRO","24,24","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG003","00","CHALECO REFLECTIVO","13,21","","0,04","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG004","00","CONO PLASTICO PARA SEÑALIZACION VIAL","27,53","","0,012","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG005","00","CONO DE SEÑALIZACION, POLIETILENO D=28X2","30,82","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG006","00","CONO DE SEÑALIZACION DE POLIETILENO D=35","27,53","","0,04","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"SEG007","00","TAMBORES PARA SEÑALIZACION C/PINTURA REF","110,11","","0,025","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG008","00","EQUIPO BASICO DE SEÑALIZACION","4,4","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG009","00","CASCO PLASTICO SEGURIDAD CERTIFICADO C/B","19,82","","0,022","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG010","00","BOTA DE GOMA-PLASTICA CAÑA LARGA CON PUN","33,06","","0,033","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG011","00","BOTA DE GOMA-PLASTICA CAÑA CORTA C/PUNTA","27,53","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG012","00","CASCO ESPECIAL DE SEGURIDAD P/CONSTRUCCC","18,71","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG013","00","BOTA DE OBRERO PARA LA CONSTRUCCION","47,34","","0,012","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG014","00","MASCARILLA SEGURIDAD CON CARTUCHO 1/2 CA","22,01","","0,033","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG015","00","TAPA OREJA/OIDO ANTIRRUIDO","39,64","","0,009","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG016","00","CINTURON DE SEGURIDAD","3,28","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG017","00","CUERDA/CORDON DE SEGURIDAD L= 150 MT 1/2","1,61","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG018","00","CONO DE SEÑALIZACION CON BANDA REFLECTIV","27,53","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG019","00","POSTE DE SEÑALIZACION CON BANDA REFLECTI","35,2","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG020","00","EQUIPO DE RAPEL P/FACHADAS C/LINEA DE VI","110,11","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG021","00","EQUIPO DE APOYO Y TABLA P/PINTAR RAPEL F","121,12","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG022","00","IMPERMEABLE TIPO GABAN / PONCHO","14,3","","0,002","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG023","00","BOTELLON DE AGUA POTABLE (ENVASE)","11,01","","0,006","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG024","00","BOTA DE SEGURIDAD PUNTA DE HIERRO","67,17","","0,012","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG025","00","CASCO DE PLASTICO PARA CONSTRUCCION","17,62","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG026","00","FAJA DE SEGURIDAD PARA CARGAR","27,53","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG027","00","LENTES TRANSPARENTES DE SEGURIDAD","9,88","","0,07","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG028","00","MASCARILLA SEGURIDAD DESECHABLE","1,18","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"SEG029","00","BRAGA DRILL DE OBRERO","26,43","","0,033","","4/5/2026 12:00:00 a. m.","1","","","",""
